"Story","Title","Result","Date","Stability","Duration (s)"
"As a admin i want to check all my products so that i can manage","GET - As admin i have be able to get detail products","SUCCESS","2022-05-02T06:39:13.9770866+08:00[Asia/Makassar]","0.0","0.17"
